timestamp,yes_bid,yes_ask,volume_fp,open_interest_fp
2025-09-07 16:49:00+00:00,,,0,0
2025-09-07 16:50:00+00:00,,,0,0
2025-09-07 16:51:00+00:00,,,0,0
2025-09-07 16:52:00+00:00,,,0,0
2025-09-07 16:53:00+00:00,,,0,0
2025-09-07 16:54:00+00:00,,,0,0
2025-09-07 16:55:00+00:00,,,0,0
2025-09-07 16:56:00+00:00,,,0,0
