timestamp,yes_bid,yes_ask,volume_fp,open_interest_fp
2025-09-05 00:09:00+00:00,,,0,0
2025-09-05 00:10:00+00:00,,,0,0
2025-09-05 00:11:00+00:00,,,0,0
2025-09-05 00:12:00+00:00,,,0,0
2025-09-05 00:13:00+00:00,,,0,0
2025-09-05 00:14:00+00:00,,,0,0
2025-09-05 00:15:00+00:00,,,0,0
2025-09-05 00:16:00+00:00,,,0,0
